1 Time;2 Number;5 Layers;10 Neurons;15 Epochs;20 Train-Acc;21 Val-Acc;22 Train-F1;27 Val-F1;29 Chunksize;30 Comment;Batch-Size;Clipping;Cutoff;Dataset;Future;Link;NLabels;Report;Runtime;Selection;Shape;Train-Confusion;Train-Loss;Val-Confusion;Val-Loss;Weightdecay
Wed Feb 22 12:00:50 2017;57;3;25;250;0.72;0.664;0.556;0.481;3000;just EOG;128;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.51      0.32      0.40       763
        1.0       0.01      0.50      0.01         2
        2.0       0.84      0.74      0.79      4608
        3.0       0.82      0.74      0.78      1843
        4.0       0.69      0.59      0.64      1870
        5.0       0.19      0.50      0.27       642

avg / total       0.74      0.66      0.69      9728
";5.33;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375, 15);"[[  7.36e-01   0.00e+00   5.47e-02   1.91e-02   8.77e-02   1.03e-01]
 [  2.85e-01   4.97e-03   3.25e-01   2.32e-02   1.95e-01   1.67e-01]
 [  9.38e-03   3.65e-04   8.81e-01   5.55e-02   3.19e-02   2.19e-02]
 [  0.00e+00   0.00e+00   1.52e-01   8.34e-01   8.29e-03   5.35e-03]
 [  1.31e-02   0.00e+00   9.69e-02   1.49e-02   8.34e-01   4.14e-02]
 [  3.57e-02   0.00e+00   3.35e-01   1.06e-01   3.39e-01   1.85e-01]]";0.77007;"[[  5.12e-01   0.00e+00   1.91e-01   2.28e-02   8.30e-02   1.91e-01]
 [  3.06e-01   5.10e-03   3.21e-01   1.53e-02   2.50e-01   1.02e-01]
 [  1.86e-02   2.47e-04   8.44e-01   6.85e-02   5.00e-02   1.88e-02]
 [  9.54e-03   0.00e+00   1.60e-01   8.19e-01   5.37e-03   6.56e-03]
 [  1.22e-01   0.00e+00   1.13e-01   4.34e-03   6.86e-01   7.43e-02]
 [  9.78e-02   0.00e+00   3.45e-01   1.00e-01   2.69e-01   1.88e-01]]";0.93636;0.00001
Wed Feb 22 12:01:13 2017;57;3;25;250;0.802;0.718;0.682;0.575;3000;just EEG;128;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 8];"             precision    recall  f1-score   support

        0.0       0.69      0.58      0.63       580
        1.0       0.05      0.20      0.07        46
        2.0       0.85      0.75      0.80      4560
        3.0       0.78      0.80      0.79      1626
        4.0       0.85      0.65      0.73      2119
        8.0       0.31      0.67      0.42       797

avg / total       0.78      0.72      0.74      9728
";5.08;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375, 15);"[[  9.63e-01   1.34e-02   4.78e-03   9.56e-04   1.82e-02   0.00e+00]
 [  3.69e-01   1.47e-01   2.23e-01   0.00e+00   2.61e-01   0.00e+00]
 [  3.35e-03   2.35e-03   9.36e-01   3.58e-02   2.29e-02   0.00e+00]
 [  0.00e+00   0.00e+00   1.17e-01   8.82e-01   8.06e-04   0.00e+00]
 [  9.16e-04   3.97e-03   5.34e-02   2.75e-03   9.39e-01   0.00e+00]
 [       nan        nan        nan        nan        nan        nan]]";0.59173;"[[ 0.86  0.03  0.06  0.    0.06  0.  ]
 [ 0.38  0.05  0.19  0.    0.38  0.  ]
 [ 0.01  0.    0.87  0.05  0.07  0.  ]
 [ 0.    0.    0.21  0.79  0.    0.  ]
 [ 0.    0.    0.12  0.    0.88  0.  ]
 [  nan   nan   nan   nan   nan   nan]]";0.84818;0.00001
Wed Feb 22 12:13:07 2017;58;3;25;250;0.798;0.708;0.668;0.563;3000;just EEG new;128;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.70      0.57      0.63       596
        1.0       0.04      0.19      0.06        37
        2.0       0.88      0.72      0.79      4938
        3.0       0.79      0.79      0.79      1677
        4.0       0.74      0.69      0.71      1737
        5.0       0.29      0.66      0.40       743

avg / total       0.78      0.71      0.73      9728
";7.01;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375, 15);"[[  8.58e-01   8.69e-03   1.04e-02   0.00e+00   1.48e-02   1.08e-01]
 [  3.82e-01   8.44e-02   2.42e-01   1.66e-03   1.75e-01   1.14e-01]
 [  4.51e-03   1.58e-03   9.17e-01   4.66e-02   1.49e-02   1.55e-02]
 [  0.00e+00   0.00e+00   1.19e-01   8.77e-01   0.00e+00   4.01e-03]
 [  2.04e-03   2.33e-03   5.14e-02   8.75e-04   8.93e-01   5.05e-02]
 [  3.26e-02   3.11e-03   2.56e-01   6.53e-02   2.27e-01   4.16e-01]]";0.58122;"[[  6.99e-01   1.87e-02   3.94e-02   0.00e+00   5.19e-02   1.91e-01]
 [  3.72e-01   3.57e-02   2.19e-01   0.00e+00   3.01e-01   7.14e-02]
 [  1.21e-02   4.95e-04   8.75e-01   5.17e-02   4.18e-02   1.86e-02]
 [  1.19e-03   0.00e+00   2.01e-01   7.91e-01   0.00e+00   6.56e-03]
 [  6.20e-04   8.67e-03   2.15e-01   1.24e-03   7.38e-01   3.66e-02]
 [  7.80e-02   2.91e-03   3.81e-01   8.09e-02   1.71e-01   2.86e-01]]";0.8875;0.00001
Wed Feb 22 12:38:24 2017;58;3;25;250;0.709;0.65;0.546;0.471;500;just EOG 500;128;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.56      0.39      0.46      4184
        1.0       0.01      0.21      0.02        61
        2.0       0.85      0.70      0.77     29311
        3.0       0.80      0.71      0.75     11337
        4.0       0.71      0.62      0.66     11105
        5.0       0.11      0.41      0.17      2754

avg / total       0.75      0.65      0.69     58752
";31.12;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(122250, 15);"[[  7.95e-01   4.49e-03   4.13e-02   1.13e-02   7.35e-02   7.43e-02]
 [  2.97e-01   2.43e-02   2.86e-01   5.24e-03   2.94e-01   9.38e-02]
 [  9.58e-03   1.03e-03   8.83e-01   4.07e-02   4.73e-02   1.86e-02]
 [  1.20e-03   0.00e+00   1.87e-01   8.00e-01   6.46e-03   5.44e-03]
 [  1.51e-02   1.31e-03   1.07e-01   7.26e-04   8.38e-01   3.74e-02]
 [  4.99e-02   1.60e-03   3.62e-01   8.54e-02   3.85e-01   1.17e-01]]";0.79423;"[[  5.60e-01   2.73e-03   2.09e-01   3.76e-02   9.63e-02   9.46e-02]
 [  3.02e-01   1.05e-02   3.62e-01   1.13e-02   2.06e-01   1.08e-01]
 [  2.19e-02   4.93e-04   8.45e-01   7.94e-02   3.76e-02   1.53e-02]
 [  2.19e-02   0.00e+00   1.72e-01   7.97e-01   9.94e-04   7.85e-03]
 [  4.07e-02   1.76e-03   1.63e-01   9.81e-03   7.06e-01   7.95e-02]
 [  9.75e-02   1.05e-03   4.16e-01   1.11e-01   2.67e-01   1.07e-01]]";0.97036;0.00001
Wed Feb 22 12:38:35 2017;58;3;25;250;0.767;0.697;0.66;0.56;500;just EEG 500;128;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.63      0.60      0.61      3065
        1.0       0.14      0.25      0.18       722
        2.0       0.89      0.71      0.79     30682
        3.0       0.75      0.80      0.78      9466
        4.0       0.80      0.67      0.73     11534
        5.0       0.17      0.56      0.26      3283

avg / total       0.79      0.70      0.73     58752
";31.26;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(122250, 15);"[[  8.40e-01   2.04e-02   4.89e-02   1.16e-03   6.95e-03   8.27e-02]
 [  3.14e-01   2.35e-01   1.60e-01   5.52e-04   1.50e-01   1.40e-01]
 [  2.76e-03   2.74e-03   9.18e-01   3.83e-02   2.14e-02   1.71e-02]
 [  0.00e+00   0.00e+00   1.35e-01   8.61e-01   3.12e-04   3.74e-03]
 [  1.45e-03   3.44e-03   7.63e-02   9.68e-04   8.74e-01   4.43e-02]
 [  2.72e-02   8.69e-03   3.43e-01   8.55e-02   3.01e-01   2.35e-01]]";0.64922;"[[  6.28e-01   1.00e-01   6.59e-02   7.17e-03   5.29e-02   1.46e-01]
 [  2.37e-01   1.45e-01   2.44e-01   0.00e+00   2.52e-01   1.21e-01]
 [  9.61e-03   3.57e-03   8.94e-01   3.66e-02   4.05e-02   1.59e-02]
 [  3.18e-03   0.00e+00   2.27e-01   7.54e-01   0.00e+00   1.60e-02]
 [  8.26e-04   3.41e-03   1.56e-01   2.17e-03   8.03e-01   3.46e-02]
 [  6.28e-02   1.24e-02   4.41e-01   9.00e-02   2.20e-01   1.74e-01]]";0.86241;0.00001
Wed Feb 22 12:38:39 2017;58;3;25;250;0.653;0.537;0.527;0.397;500;just EMG 500;128;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.32      0.39      0.35      2421
        1.0       0.00      0.00      0.00         0
        2.0       0.66      0.60      0.63     27046
        3.0       0.24      0.52      0.32      4534
        4.0       0.73      0.43      0.54     16288
        5.0       0.48      0.60      0.53      8463

avg / total       0.61      0.54      0.56     58752
";30.82;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(122250, 15);"[[  7.05e-01   0.00e+00   1.23e-01   2.90e-04   1.04e-02   1.61e-01]
 [  3.06e-01   0.00e+00   3.73e-01   0.00e+00   1.11e-01   2.11e-01]
 [  3.28e-02   0.00e+00   7.92e-01   4.70e-02   8.74e-02   4.12e-02]
 [  1.47e-03   0.00e+00   4.45e-01   5.23e-01   1.97e-02   1.11e-02]
 [  1.79e-03   0.00e+00   1.46e-01   1.04e-02   7.60e-01   8.19e-02]
 [  4.46e-02   0.00e+00   2.47e-01   4.30e-02   2.27e-01   4.38e-01]]";0.9463;"[[  3.21e-01   0.00e+00   3.24e-01   2.02e-02   1.47e-02   3.20e-01]
 [  1.59e-01   0.00e+00   4.17e-01   0.00e+00   1.04e-01   3.21e-01]
 [  2.76e-02   0.00e+00   6.64e-01   6.50e-02   2.00e-01   4.33e-02]
 [  2.33e-02   0.00e+00   5.92e-01   2.35e-01   1.37e-01   1.27e-02]
 [  6.20e-04   0.00e+00   1.56e-01   2.12e-02   7.28e-01   9.40e-02]
 [  3.53e-02   0.00e+00   1.87e-01   3.07e-02   2.67e-01   4.80e-01]]";1.17783;0.00001
Wed Feb 22 12:41:46 2017;56;3;25;250;0.912;0.856;0.833;0.765;500;remove movement-artifact;128;5;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4];"             precision    recall  f1-score   support

        0.0       0.80      0.87      0.83      3148
        1.0       0.35      0.44      0.39      1081
        2.0       0.90      0.86      0.88     25148
        3.0       0.82      0.86      0.84     11181
        4.0       0.89      0.87      0.88      9618

avg / total       0.86      0.86      0.86     50176
";74.79;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(100958, 36);"[[  9.10e-01   3.71e-02   2.42e-02   4.66e-03   2.38e-02]
 [  1.57e-01   3.95e-01   2.50e-01   5.16e-03   1.93e-01]
 [  2.09e-03   5.71e-03   9.43e-01   3.58e-02   1.30e-02]
 [  7.29e-04   0.00e+00   1.26e-01   8.73e-01   6.80e-04]
 [  1.95e-03   7.62e-03   2.93e-02   3.33e-04   9.61e-01]]";0.26069;"[[  8.03e-01   1.08e-01   4.79e-02   4.41e-03   3.62e-02]
 [  1.69e-01   3.53e-01   2.26e-01   3.68e-03   2.48e-01]
 [  5.03e-03   8.25e-03   8.97e-01   6.04e-02   2.95e-02]
 [  8.45e-05   0.00e+00   1.73e-01   8.16e-01   1.03e-02]
 [  6.75e-03   3.43e-03   9.57e-02   3.32e-03   8.91e-01]]";0.43434;0.00001
Wed Feb 22 13:09:41 2017;57;3;25;5;0.161;0.113;0.083;0.054;3000;itest;128;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 8];"             precision    recall  f1-score   support

        0.0       0.00      0.00      0.00        91
        1.0       0.02      0.01      0.02       201
        2.0       0.13      0.35      0.19       348
        3.0       0.01      0.07      0.01        30
        4.0       0.22      0.31      0.26       291
        5.0       0.00      0.00      0.00        77
        6.0       0.00      0.00      0.00       741
        7.0       0.00      0.00      0.00        51
        8.0       0.00      0.00      0.00        90

avg / total       0.06      0.11      0.08      1920
";0.04;6 in [0 1 2 3 4 5];(3858, 15);"[[ 0.03  0.59  0.31  0.01  0.05  0.01]
 [ 0.05  0.62  0.2   0.    0.11  0.02]
 [ 0.07  0.26  0.22  0.    0.3   0.14]
 [ 0.05  0.28  0.07  0.    0.4   0.19]
 [ 0.02  0.08  0.3   0.    0.51  0.1 ]
 [ 0.    0.56  0.17  0.06  0.17  0.06]]";2.18364;"[[ 0.    0.43  0.26  0.09  0.23  0.  ]
 [ 0.    0.06  0.48  0.04  0.38  0.04]
 [ 0.11  0.28  0.3   0.02  0.2   0.1 ]
 [ 0.15  0.27  0.15  0.01  0.36  0.06]
 [ 0.04  0.01  0.5   0.05  0.29  0.11]
 [ 0.    0.33  0.    0.    0.67  0.  ]]";2.18534;0.00001
Wed Feb 22 13:10:42 2017;57;3;25;250;0.896;0.828;0.68;0.605;3000;intrasub 3000;128;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.73      0.80      0.77       543
        1.0       0.27      0.37      0.31       284
        2.0       0.91      0.82      0.86      5183
        3.0       0.79      0.87      0.83      1993
        4.0       0.84      0.88      0.86      1981
        5.0       0.00      0.00      0.00         0

avg / total       0.85      0.83      0.84      9984
";5.99;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20092, 36);"[[  8.48e-01   7.55e-02   2.92e-02   1.03e-02   3.69e-02   0.00e+00]
 [  1.29e-01   4.08e-01   2.42e-01   4.44e-03   2.16e-01   0.00e+00]
 [  2.25e-03   8.56e-03   9.48e-01   2.88e-02   1.28e-02   0.00e+00]
 [  0.00e+00   2.68e-04   1.22e-01   8.77e-01   1.07e-03   0.00e+00]
 [  9.28e-03   6.26e-03   3.19e-02   8.63e-04   9.52e-01   0.00e+00]
 [  1.00e-01   2.25e-01   3.95e-01   7.50e-02   2.05e-01   0.00e+00]]";0.31014;"[[ 0.73  0.15  0.07  0.01  0.04  0.  ]
 [ 0.17  0.27  0.3   0.    0.26  0.  ]
 [ 0.    0.01  0.91  0.05  0.02  0.  ]
 [ 0.    0.    0.2   0.79  0.    0.  ]
 [ 0.    0.01  0.14  0.    0.84  0.  ]
 [ 0.18  0.2   0.44  0.07  0.11  0.  ]]";0.523;0.00001
Wed Feb 22 13:10:56 2017;57;3;25;250;0.901;0.81;0.696;0.577;3000;intersub 3000;128;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.62      0.74      0.68       485
        1.0       0.26      0.32      0.29       282
        2.0       0.87      0.84      0.86      4913
        3.0       0.74      0.82      0.78      1686
        4.0       0.90      0.81      0.85      2362
        5.0       0.00      0.00      0.00         0

avg / total       0.83      0.81      0.82      9728
";5.41;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375, 36);"[[  8.87e-01   5.07e-02   2.83e-02   4.16e-03   3.00e-02   0.00e+00]
 [  1.18e-01   4.35e-01   2.47e-01   6.30e-03   1.94e-01   0.00e+00]
 [  9.60e-04   7.90e-03   9.48e-01   3.38e-02   8.96e-03   0.00e+00]
 [  7.39e-04   0.00e+00   1.16e-01   8.83e-01   4.93e-04   0.00e+00]
 [  1.76e-03   6.36e-03   2.90e-02   1.54e-03   9.61e-01   0.00e+00]
 [  1.14e-01   1.38e-01   4.43e-01   1.24e-01   1.81e-01   0.00e+00]]";0.30368;"[[  6.25e-01   1.82e-01   8.51e-02   2.26e-02   8.51e-02   0.00e+00]
 [  1.45e-01   2.63e-01   2.23e-01   5.78e-03   3.64e-01   0.00e+00]
 [  8.04e-03   1.25e-02   8.73e-01   5.73e-02   4.91e-02   0.00e+00]
 [  1.07e-03   5.34e-04   2.42e-01   7.41e-01   1.49e-02   0.00e+00]
 [  5.67e-03   1.04e-02   7.89e-02   4.73e-04   9.05e-01   0.00e+00]
 [  2.61e-01   4.55e-02   4.32e-01   1.14e-01   1.48e-01   0.00e+00]]";0.54576;0.00001
Wed Feb 22 13:31:43 2017;57;3;25;250;0.897;0.82;0.696;0.612;500;intrasub 500;128;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.69      0.82      0.75      3030
        1.0       0.38      0.42      0.40      2188
        2.0       0.89      0.82      0.86     30666
        3.0       0.80      0.87      0.84     12015
        4.0       0.83      0.83      0.83     12389
        5.0       0.00      0.00      0.00         0

avg / total       0.83      0.82      0.83     60288
";25.83;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(120684, 36);"[[  8.57e-01   7.90e-02   2.98e-02   7.74e-03   2.62e-02   0.00e+00]
 [  8.87e-02   5.04e-01   2.10e-01   4.01e-03   1.93e-01   0.00e+00]
 [  6.19e-04   9.56e-03   9.49e-01   2.91e-02   1.15e-02   0.00e+00]
 [  8.90e-04   2.67e-04   1.45e-01   8.52e-01   1.16e-03   0.00e+00]
 [  2.41e-03   1.18e-02   3.10e-02   1.12e-03   9.54e-01   0.00e+00]
 [  1.49e-01   1.72e-01   4.04e-01   7.10e-02   2.04e-01   0.00e+00]]";0.3007;"[[  6.87e-01   1.84e-01   5.85e-02   4.99e-03   6.52e-02   0.00e+00]
 [  9.73e-02   3.81e-01   2.53e-01   2.08e-03   2.66e-01   0.00e+00]
 [  6.25e-03   1.31e-02   8.93e-01   5.21e-02   3.56e-02   0.00e+00]
 [  9.22e-04   7.68e-05   1.85e-01   8.03e-01   1.09e-02   0.00e+00]
 [  1.29e-03   1.22e-02   1.54e-01   3.23e-04   8.33e-01   0.00e+00]
 [  1.96e-01   1.48e-01   4.44e-01   9.90e-02   1.13e-01   0.00e+00]]";0.56848;0.00001
Wed Feb 22 13:32:44 2017;57;3;25;250;0.89;0.827;0.689;0.592;500;intersub 500;128;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.53      0.78      0.63      2376
        1.0       0.32      0.36      0.34      1899
        2.0       0.90      0.86      0.88     29975
        3.0       0.77      0.86      0.81     10105
        4.0       0.92      0.81      0.86     14356
        5.0       0.02      0.24      0.04        41

avg / total       0.85      0.83      0.83     58752
";25.67;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(122250, 36);"[[  8.63e-01   8.82e-02   1.64e-02   3.60e-03   2.87e-02   2.77e-04]
 [  1.33e-01   4.69e-01   2.12e-01   3.85e-03   1.80e-01   7.00e-04]
 [  9.43e-04   1.05e-02   9.34e-01   4.05e-02   1.44e-02   5.34e-05]
 [  2.46e-04   4.11e-05   1.27e-01   8.72e-01   1.23e-04   2.05e-04]
 [  2.69e-03   8.88e-03   3.78e-02   9.83e-04   9.50e-01   0.00e+00]
 [  1.80e-01   1.61e-01   3.55e-01   1.06e-01   1.92e-01   6.35e-03]]";0.32733;"[[  5.31e-01   1.70e-01   5.78e-02   1.78e-02   2.23e-01   5.73e-04]
 [  9.62e-02   3.16e-01   2.15e-01   2.30e-03   3.71e-01   0.00e+00]
 [  3.04e-03   1.40e-02   8.99e-01   4.62e-02   3.69e-02   5.59e-04]
 [  8.00e-04   3.56e-04   2.28e-01   7.69e-01   1.69e-03   0.00e+00]
 [  6.06e-03   1.06e-02   6.67e-02   1.58e-04   9.15e-01   1.02e-03]
 [  2.63e-01   1.55e-01   2.99e-01   1.23e-01   1.40e-01   1.89e-02]]";0.51911;0.00001
Wed Feb 22 14:34:53 2017;61;3;10;200;0.615;0.467;0.335;0.238;3000;inter10 3000;128;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 5 8];"             precision    recall  f1-score   support

        0.0       0.00      0.00      0.00         0
        1.0       0.00      0.00      0.00         0
        2.0       0.63      0.48      0.55      1187
        3.0       0.37      0.33      0.35       351
        5.0       0.51      0.55      0.53       382
        8.0       0.00      0.00      0.00         0

avg / total       0.56      0.47      0.51      1920
";0.62;6 in [0 1 2 3 4 5];(3858, 15);"[[ 0.    0.    0.96  0.    0.04  0.  ]
 [ 0.    0.    0.96  0.01  0.04  0.  ]
 [ 0.    0.    0.84  0.12  0.05  0.  ]
 [ 0.    0.    0.38  0.62  0.    0.  ]
 [ 0.    0.    0.37  0.03  0.61  0.  ]
 [ 0.    0.    0.8   0.09  0.11  0.  ]]";1.06744;"[[ 0.    0.    0.93  0.02  0.05  0.  ]
 [ 0.    0.    0.83  0.04  0.12  0.  ]
 [ 0.    0.    0.63  0.24  0.13  0.  ]
 [ 0.    0.    0.53  0.37  0.1   0.  ]
 [ 0.    0.    0.46  0.02  0.51  0.  ]
 [ 0.    0.    0.6   0.2   0.2   0.  ]]";1.45284;0.00001
Wed Feb 22 14:45:42 2017;64;3;10;200;0.622;0.564;0.292;0.287;3000;intra10 3000;64;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 5 8];"             precision    recall  f1-score   support

        0.0       0.24      0.40      0.30       349
        1.0       0.00      0.00      0.00         0
        2.0       0.81      0.57      0.67      6724
        3.0       0.06      0.92      0.12       150
        5.0       0.75      0.56      0.64      2761
        8.0       0.00      0.00      0.00         0

avg / total       0.76      0.56      0.64      9984
";9.23;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20092, 15);"[[ 0.43  0.    0.48  0.    0.09  0.  ]
 [ 0.12  0.    0.56  0.    0.32  0.  ]
 [ 0.01  0.    0.88  0.    0.11  0.  ]
 [ 0.01  0.    0.9   0.05  0.04  0.  ]
 [ 0.    0.    0.23  0.    0.77  0.  ]
 [ 0.03  0.    0.59  0.01  0.36  0.  ]]";1.02138;"[[ 0.24  0.    0.65  0.    0.11  0.  ]
 [ 0.1   0.    0.55  0.    0.35  0.  ]
 [ 0.02  0.    0.81  0.    0.16  0.  ]
 [ 0.03  0.    0.8   0.06  0.11  0.  ]
 [ 0.    0.    0.25  0.    0.75  0.  ]
 [ 0.02  0.    0.67  0.01  0.29  0.  ]]";1.09971;0.00001
Wed Feb 22 14:45:52 2017;65;3;10;200;0.597;0.54;0.334;0.28;3000;inter10 3000;64;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 5 8];"             precision    recall  f1-score   support

        0.0       0.41      0.45      0.43       527
        1.0       0.00      0.00      0.00         3
        2.0       0.67      0.60      0.63      5317
        3.0       0.00      0.00      0.00         0
        5.0       0.88      0.47      0.62      3945
        8.0       0.00      0.00      0.00         0

avg / total       0.74      0.54      0.61      9792
";9.24;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375, 15);"[[ 0.66  0.    0.28  0.    0.06  0.  ]
 [ 0.2   0.    0.5   0.    0.3   0.  ]
 [ 0.03  0.    0.82  0.    0.15  0.  ]
 [ 0.03  0.    0.92  0.    0.05  0.  ]
 [ 0.    0.    0.19  0.    0.81  0.  ]
 [ 0.09  0.    0.64  0.    0.27  0.  ]]";1.03678;"[[ 0.41  0.01  0.38  0.    0.21  0.  ]
 [ 0.13  0.    0.34  0.    0.53  0.  ]
 [ 0.04  0.    0.67  0.    0.3   0.  ]
 [ 0.03  0.    0.81  0.    0.16  0.  ]
 [ 0.    0.    0.11  0.    0.88  0.  ]
 [ 0.06  0.    0.49  0.    0.45  0.  ]]";1.12396;0.00001
